Year, Month, Day,     Extent,    Missing, Source Data
YYYY,    MM,  DD, 10^6 sq km, 10^6 sq km, Source data product web sites: http://nsidc.org/data/nsidc-0081.html and http://nsidc.org/data/nsidc-0051.html
1982,    07,  21,     16.090,      0.000, ['/ecs/DP1/PM/NSIDC-0051.001/1982.07.21/nt_19820721_n07_v1.1_s.bin']
1982,    07,  23,     16.450,      0.000, ['/ecs/DP1/PM/NSIDC-0051.001/1982.07.23/nt_19820723_n07_v1.1_s.bin']
1982,    07,  25,     16.633,      0.000, ['/ecs/DP1/PM/NSIDC-0051.001/1982.07.25/nt_19820725_n07_v1.1_s.bin']
1982,    07,  27,     16.747,      0.000, ['/ecs/DP1/PM/NSIDC-0051.001/1982.07.27/nt_19820727_n07_v1.1_s.bin']
1982,    07,  29,     16.766,      0.000, ['/ecs/DP1/PM/NSIDC-0051.001/1982.07.29/nt_19820729_n07_v1.1_s.bin']
1982,    07,  31,     16.963,      0.000, ['/ecs/DP1/PM/NSIDC-0051.001/1982.07.31/nt_19820731_n07_v1.1_s.bin']
1982,    08,  02,     17.095,      0.000, ['/ecs/DP1/PM/NSIDC-0051.001/1982.08.02/nt_19820802_n07_v1.1_s.bin']
1982,    08,  04,     17.298,      0.000, ['/ecs/DP1/PM/NSIDC-0051.001/1982.08.04/nt_19820804_n07_v1.1_s.bin']
1982,    08,  06,     17.318,      0.000, ['/ecs/DP1/PM/NSIDC-0051.001/1982.08.06/nt_19820806_n07_v1.1_s.bin']
1982,    08,  08,     17.481,      0.000, ['/ecs/DP1/PM/NSIDC-0051.001/1982.08.08/nt_19820808_n07_v1.1_s.bin']
1982,    08,  10,     17.579,      0.000, ['/ecs/DP1/PM/NSIDC-0051.001/1982.08.10/nt_19820810_n07_v1.1_s.bin']
1982,    08,  12,     17.787,      0.000, ['/ecs/DP1/PM/NSIDC-0051.001/1982.08.12/nt_19820812_n07_v1.1_s.bin']
1982,    08,  14,     17.960,      0.000, ['/ecs/DP1/PM/NSIDC-0051.001/1982.08.14/nt_19820814_n07_v1.1_s.bin']
1982,    08,  16,     17.963,      0.000, ['/ecs/DP1/PM/NSIDC-0051.001/1982.08.16/nt_19820816_n07_v1.1_s.bin']
1982,    08,  18,     17.854,      0.000, ['/ecs/DP1/PM/NSIDC-0051.001/1982.08.18/nt_19820818_n07_v1.1_s.bin']
1982,    08,  20,     17.989,      0.000, ['/ecs/DP1/PM/NSIDC-0051.001/1982.08.20/nt_19820820_n07_v1.1_s.bin']
1982,    08,  22,     18.056,      0.000, ['/ecs/DP1/PM/NSIDC-0051.001/1982.08.22/nt_19820822_n07_v1.1_s.bin']
1982,    08,  24,     18.071,      0.000, ['/ecs/DP1/PM/NSIDC-0051.001/1982.08.24/nt_19820824_n07_v1.1_s.bin']
1982,    08,  26,     18.071,      0.000, ['/ecs/DP1/PM/NSIDC-0051.001/1982.08.26/nt_19820826_n07_v1.1_s.bin']
1982,    08,  28,     18.082,      0.000, ['/ecs/DP1/PM/NSIDC-0051.001/1982.08.28/nt_19820828_n07_v1.1_s.bin']
1982,    08,  30,     18.234,      0.000, ['/ecs/DP1/PM/NSIDC-0051.001/1982.08.30/nt_19820830_n07_v1.1_s.bin']
1982,    09,  01,     18.336,      0.000, ['/ecs/DP1/PM/NSIDC-0051.001/1982.09.01/nt_19820901_n07_v1.1_s.bin']
1982,    09,  03,     18.550,      0.000, ['/ecs/DP1/PM/NSIDC-0051.001/1982.09.03/nt_19820903_n07_v1.1_s.bin']
1982,    09,  05,     18.528,      0.000, ['/ecs/DP1/PM/NSIDC-0051.001/1982.09.05/nt_19820905_n07_v1.1_s.bin']
1982,    09,  07,     18.443,      0.000, ['/ecs/DP1/PM/NSIDC-0051.001/1982.09.07/nt_19820907_n07_v1.1_s.bin']
1982,    09,  09,     18.387,      0.000, ['/ecs/DP1/PM/NSIDC-0051.001/1982.09.09/nt_19820909_n07_v1.1_s.bin']
1982,    09,  11,     18.291,      0.000, ['/ecs/DP1/PM/NSIDC-0051.001/1982.09.11/nt_19820911_n07_v1.1_s.bin']
1982,    09,  13,     18.338,      0.000, ['/ecs/DP1/PM/NSIDC-0051.001/1982.09.13/nt_19820913_n07_v1.1_s.bin']
1982,    09,  15,     18.250,      0.000, ['/ecs/DP1/PM/NSIDC-0051.001/1982.09.15/nt_19820915_n07_v1.1_s.bin']
1982,    09,  17,     18.452,      0.000, ['/ecs/DP1/PM/NSIDC-0051.001/1982.09.17/nt_19820917_n07_v1.1_s.bin']
1982,    09,  19,     18.357,      0.000, ['/ecs/DP1/PM/NSIDC-0051.001/1982.09.19/nt_19820919_n07_v1.1_s.bin']
1982,    09,  21,     18.287,      0.000, ['/ecs/DP1/PM/NSIDC-0051.001/1982.09.21/nt_19820921_n07_v1.1_s.bin']
1982,    09,  23,     18.296,      0.000, ['/ecs/DP1/PM/NSIDC-0051.001/1982.09.23/nt_19820923_n07_v1.1_s.bin']
1982,    09,  25,     18.310,      0.000, ['/ecs/DP1/PM/NSIDC-0051.001/1982.09.25/nt_19820925_n07_v1.1_s.bin']
1982,    09,  27,     18.259,      0.000, ['/ecs/DP1/PM/NSIDC-0051.001/1982.09.27/nt_19820927_n07_v1.1_s.bin']
1982,    09,  29,     18.218,      0.000, ['/ecs/DP1/PM/NSIDC-0051.001/1982.09.29/nt_19820929_n07_v1.1_s.bin']
1982,    10,  01,     18.234,      0.000, ['/ecs/DP1/PM/NSIDC-0051.001/1982.10.01/nt_19821001_n07_v1.1_s.bin']
1982,    10,  03,     18.092,      0.000, ['/ecs/DP1/PM/NSIDC-0051.001/1982.10.03/nt_19821003_n07_v1.1_s.bin']
1982,    10,  05,     18.035,      0.000, ['/ecs/DP1/PM/NSIDC-0051.001/1982.10.05/nt_19821005_n07_v1.1_s.bin']
1982,    10,  07,     18.097,      0.000, ['/ecs/DP1/PM/NSIDC-0051.001/1982.10.07/nt_19821007_n07_v1.1_s.bin']
1982,    10,  09,     18.154,      0.000, ['/ecs/DP1/PM/NSIDC-0051.001/1982.10.09/nt_19821009_n07_v1.1_s.bin']
1982,    10,  11,     17.988,      0.000, ['/ecs/DP1/PM/NSIDC-0051.001/1982.10.11/nt_19821011_n07_v1.1_s.bin']
1982,    10,  13,     17.921,      0.000, ['/ecs/DP1/PM/NSIDC-0051.001/1982.10.13/nt_19821013_n07_v1.1_s.bin']
1982,    10,  15,     17.856,      0.000, ['/ecs/DP1/PM/NSIDC-0051.001/1982.10.15/nt_19821015_n07_v1.1_s.bin']
1982,    10,  17,     17.787,      0.000, ['/ecs/DP1/PM/NSIDC-0051.001/1982.10.17/nt_19821017_n07_v1.1_s.bin']
1982,    10,  19,     17.657,      0.000, ['/ecs/DP1/PM/NSIDC-0051.001/1982.10.19/nt_19821019_n07_v1.1_s.bin']
1982,    10,  21,     17.762,      0.000, ['/ecs/DP1/PM/NSIDC-0051.001/1982.10.21/nt_19821021_n07_v1.1_s.bin']
1982,    10,  23,     17.670,      0.000, ['/ecs/DP1/PM/NSIDC-0051.001/1982.10.23/nt_19821023_n07_v1.1_s.bin']
1982,    10,  25,     17.552,      0.000, ['/ecs/DP1/PM/NSIDC-0051.001/1982.10.25/nt_19821025_n07_v1.1_s.bin']
1982,    10,  27,     17.374,      0.000, ['/ecs/DP1/PM/NSIDC-0051.001/1982.10.27/nt_19821027_n07_v1.1_s.bin']
1982,    10,  29,     17.307,      0.000, ['/ecs/DP1/PM/NSIDC-0051.001/1982.10.29/nt_19821029_n07_v1.1_s.bin']
1982,    10,  31,     17.128,      0.000, ['/ecs/DP1/PM/NSIDC-0051.001/1982.10.31/nt_19821031_n07_v1.1_s.bin']
1982,    11,  02,     17.048,      0.000, ['/ecs/DP1/PM/NSIDC-0051.001/1982.11.02/nt_19821102_n07_v1.1_s.bin']
1982,    11,  04,     16.832,      0.000, ['/ecs/DP1/PM/NSIDC-0051.001/1982.11.04/nt_19821104_n07_v1.1_s.bin']
1982,    11,  06,     16.684,      0.000, ['/ecs/DP1/PM/NSIDC-0051.001/1982.11.06/nt_19821106_n07_v1.1_s.bin']
1982,    11,  08,     16.613,      0.000, ['/ecs/DP1/PM/NSIDC-0051.001/1982.11.08/nt_19821108_n07_v1.1_s.bin']
1982,    11,  10,     16.527,      0.000, ['/ecs/DP1/PM/NSIDC-0051.001/1982.11.10/nt_19821110_n07_v1.1_s.bin']
1982,    11,  12,     16.322,      0.000, ['/ecs/DP1/PM/NSIDC-0051.001/1982.11.12/nt_19821112_n07_v1.1_s.bin']
1982,    11,  14,     16.123,      0.000, ['/ecs/DP1/PM/NSIDC-0051.001/1982.11.14/nt_19821114_n07_v1.1_s.bin']
1982,    11,  16,     15.868,      0.000, ['/ecs/DP1/PM/NSIDC-0051.001/1982.11.16/nt_19821116_n07_v1.1_s.bin']
1982,    11,  18,     15.559,      0.000, ['/ecs/DP1/PM/NSIDC-0051.001/1982.11.18/nt_19821118_n07_v1.1_s.bin']
1982,    11,  20,     15.280,      0.000, ['/ecs/DP1/PM/NSIDC-0051.001/1982.11.20/nt_19821120_n07_v1.1_s.bin']
1982,    11,  22,     15.035,      0.000, ['/ecs/DP1/PM/NSIDC-0051.001/1982.11.22/nt_19821122_n07_v1.1_s.bin']
1982,    11,  24,     14.498,      0.000, ['/ecs/DP1/PM/NSIDC-0051.001/1982.11.24/nt_19821124_n07_v1.1_s.bin']
1982,    11,  26,     14.047,      0.000, ['/ecs/DP1/PM/NSIDC-0051.001/1982.11.26/nt_19821126_n07_v1.1_s.bin']
1982,    11,  28,     13.604,      0.000, ['/ecs/DP1/PM/NSIDC-0051.001/1982.11.28/nt_19821128_n07_v1.1_s.bin']
1982,    11,  30,     13.009,      0.000, ['/ecs/DP1/PM/NSIDC-0051.001/1982.11.30/nt_19821130_n07_v1.1_s.bin']
1982,    12,  02,     12.340,      0.000, ['/ecs/DP1/PM/NSIDC-0051.001/1982.12.02/nt_19821202_n07_v1.1_s.bin']
1982,    12,  04,     11.789,      0.000, ['/ecs/DP1/PM/NSIDC-0051.001/1982.12.04/nt_19821204_n07_v1.1_s.bin']
1982,    12,  06,     11.287,      0.000, ['/ecs/DP1/PM/NSIDC-0051.001/1982.12.06/nt_19821206_n07_v1.1_s.bin']
1982,    12,  08,     10.863,      0.000, ['/ecs/DP1/PM/NSIDC-0051.001/1982.12.08/nt_19821208_n07_v1.1_s.bin']
1982,    12,  10,     10.547,      0.000, ['/ecs/DP1/PM/NSIDC-0051.001/1982.12.10/nt_19821210_n07_v1.1_s.bin']
1982,    12,  12,     10.089,      0.000, ['/ecs/DP1/PM/NSIDC-0051.001/1982.12.12/nt_19821212_n07_v1.1_s.bin']
1982,    12,  14,      9.499,      0.000, ['/ecs/DP1/PM/NSIDC-0051.001/1982.12.14/nt_19821214_n07_v1.1_s.bin']
1982,    12,  16,      9.018,      0.000, ['/ecs/DP1/PM/NSIDC-0051.001/1982.12.16/nt_19821216_n07_v1.1_s.bin']
1982,    12,  18,      8.611,      0.000, ['/ecs/DP1/PM/NSIDC-0051.001/1982.12.18/nt_19821218_n07_v1.1_s.bin']
1982,    12,  20,      8.148,      0.000, ['/ecs/DP1/PM/NSIDC-0051.001/1982.12.20/nt_19821220_n07_v1.1_s.bin']
1982,    12,  22,      7.763,      0.000, ['/ecs/DP1/PM/NSIDC-0051.001/1982.12.22/nt_19821222_n07_v1.1_s.bin']
1982,    12,  24,      7.481,      0.000, ['/ecs/DP1/PM/NSIDC-0051.001/1982.12.24/nt_19821224_n07_v1.1_s.bin']
1982,    12,  26,      7.180,      0.000, ['/ecs/DP1/PM/NSIDC-0051.001/1982.12.26/nt_19821226_n07_v1.1_s.bin']
1982,    12,  28,      6.912,      0.000, ['/ecs/DP1/PM/NSIDC-0051.001/1982.12.28/nt_19821228_n07_v1.1_s.bin']
1982,    12,  30,      6.708,      0.000, ['/ecs/DP1/PM/NSIDC-0051.001/1982.12.30/nt_19821230_n07_v1.1_s.bin']
1983,    01,  01,      6.508,      0.000, ['/ecs/DP1/PM/NSIDC-0051.001/1983.01.01/nt_19830101_n07_v1.1_s.bin']
1983,    01,  03,      6.170,      0.000, ['/ecs/DP1/PM/NSIDC-0051.001/1983.01.03/nt_19830103_n07_v1.1_s.bin']
1983,    01,  05,      5.869,      0.000, ['/ecs/DP1/PM/NSIDC-0051.001/1983.01.05/nt_19830105_n07_v1.1_s.bin']
1983,    01,  07,      5.660,      0.000, ['/ecs/DP1/PM/NSIDC-0051.001/1983.01.07/nt_19830107_n07_v1.1_s.bin']
1983,    01,  09,      5.305,      0.000, ['/ecs/DP1/PM/NSIDC-0051.001/1983.01.09/nt_19830109_n07_v1.1_s.bin']
1983,    01,  11,      5.058,      0.000, ['/ecs/DP1/PM/NSIDC-0051.001/1983.01.11/nt_19830111_n07_v1.1_s.bin']
1983,    01,  13,      4.810,      0.000, ['/ecs/DP1/PM/NSIDC-0051.001/1983.01.13/nt_19830113_n07_v1.1_s.bin']
1983,    01,  15,      4.639,      0.000, ['/ecs/DP1/PM/NSIDC-0051.001/1983.01.15/nt_19830115_n07_v1.1_s.bin']
1983,    01,  17,      4.465,      0.000, ['/ecs/DP1/PM/NSIDC-0051.001/1983.01.17/nt_19830117_n07_v1.1_s.bin']
1983,    01,  19,      4.313,      0.000, ['/ecs/DP1/PM/NSIDC-0051.001/1983.01.19/nt_19830119_n07_v1.1_s.bin']
1983,    01,  21,      4.210,      0.000, ['/ecs/DP1/PM/NSIDC-0051.001/1983.01.21/nt_19830121_n07_v1.1_s.bin']
1983,    01,  23,      4.062,      0.000, ['/ecs/DP1/PM/NSIDC-0051.001/1983.01.23/nt_19830123_n07_v1.1_s.bin']
1983,    01,  25,      3.932,      0.000, ['/ecs/DP1/PM/NSIDC-0051.001/1983.01.25/nt_19830125_n07_v1.1_s.bin']
1983,    01,  27,      3.871,      0.000, ['/ecs/DP1/PM/NSIDC-0051.001/1983.01.27/nt_19830127_n07_v1.1_s.bin']
1983,    01,  29,      3.823,      0.000, ['/ecs/DP1/PM/NSIDC-0051.001/1983.01.29/nt_19830129_n07_v1.1_s.bin']
1983,    01,  31,      3.633,      0.000, ['/ecs/DP1/PM/NSIDC-0051.001/1983.01.31/nt_19830131_n07_v1.1_s.bin']
1983,    02,  02,      3.574,      0.000, ['/ecs/DP1/PM/NSIDC-0051.001/1983.02.02/nt_19830202_n07_v1.1_s.bin']
1983,    02,  04,      3.422,      0.000, ['/ecs/DP1/PM/NSIDC-0051.001/1983.02.04/nt_19830204_n07_v1.1_s.bin']
1983,    02,  06,      3.287,      0.000, ['/ecs/DP1/PM/NSIDC-0051.001/1983.02.06/nt_19830206_n07_v1.1_s.bin']
1983,    02,  08,      3.221,      0.000, ['/ecs/DP1/PM/NSIDC-0051.001/1983.02.08/nt_19830208_n07_v1.1_s.bin']
1983,    02,  10,      3.057,      0.000, ['/ecs/DP1/PM/NSIDC-0051.001/1983.02.10/nt_19830210_n07_v1.1_s.bin']
1983,    02,  12,      3.015,      0.000, ['/ecs/DP1/PM/NSIDC-0051.001/1983.02.12/nt_19830212_n07_v1.1_s.bin']
1983,    02,  14,      3.023,      0.000, ['/ecs/DP1/PM/NSIDC-0051.001/1983.02.14/nt_19830214_n07_v1.1_s.bin']
1983,    02,  16,      2.921,      0.000, ['/ecs/DP1/PM/NSIDC-0051.001/1983.02.16/nt_19830216_n07_v1.1_s.bin']
1983,    02,  18,      2.932,      0.000, ['/ecs/DP1/PM/NSIDC-0051.001/1983.02.18/nt_19830218_n07_v1.1_s.bin']
1983,    02,  20,      2.966,      0.000, ['/ecs/DP1/PM/NSIDC-0051.001/1983.02.20/nt_19830220_n07_v1.1_s.bin']
1983,    02,  22,      2.885,      0.000, ['/ecs/DP1/PM/NSIDC-0051.001/1983.02.22/nt_19830222_n07_v1.1_s.bin']
1983,    02,  24,      2.843,      0.000, ['/ecs/DP1/PM/NSIDC-0051.001/1983.02.24/nt_19830224_n07_v1.1_s.bin']
1983,    02,  26,      2.887,      0.000, ['/ecs/DP1/PM/NSIDC-0051.001/1983.02.26/nt_19830226_n07_v1.1_s.bin']
1983,    02,  28,      2.951,      0.000, ['/ecs/DP1/PM/NSIDC-0051.001/1983.02.28/nt_19830228_n07_v1.1_s.bin']
1983,    03,  02,      3.138,      0.000, ['/ecs/DP1/PM/NSIDC-0051.001/1983.03.02/nt_19830302_n07_v1.1_s.bin']
1983,    03,  04,      3.299,      0.000, ['/ecs/DP1/PM/NSIDC-0051.001/1983.03.04/nt_19830304_n07_v1.1_s.bin']
1983,    03,  06,      3.382,      0.000, ['/ecs/DP1/PM/NSIDC-0051.001/1983.03.06/nt_19830306_n07_v1.1_s.bin']
1983,    03,  08,      3.471,      0.000, ['/ecs/DP1/PM/NSIDC-0051.001/1983.03.08/nt_19830308_n07_v1.1_s.bin']
1983,    03,  10,      3.512,      0.000, ['/ecs/DP1/PM/NSIDC-0051.001/1983.03.10/nt_19830310_n07_v1.1_s.bin']
1983,    03,  12,      3.634,      0.000, ['/ecs/DP1/PM/NSIDC-0051.001/1983.03.12/nt_19830312_n07_v1.1_s.bin']
1983,    03,  14,      3.819,      0.000, ['/ecs/DP1/PM/NSIDC-0051.001/1983.03.14/nt_19830314_n07_v1.1_s.bin']
1983,    03,  16,      3.952,      0.000, ['/ecs/DP1/PM/NSIDC-0051.001/1983.03.16/nt_19830316_n07_v1.1_s.bin']
1983,    03,  18,      4.098,      0.000, ['/ecs/DP1/PM/NSIDC-0051.001/1983.03.18/nt_19830318_n07_v1.1_s.bin']
1983,    03,  20,      4.274,      0.000, ['/ecs/DP1/PM/NSIDC-0051.001/1983.03.20/nt_19830320_n07_v1.1_s.bin']
1983,    03,  22,      4.459,      0.000, ['/ecs/DP1/PM/NSIDC-0051.001/1983.03.22/nt_19830322_n07_v1.1_s.bin']
1983,    03,  24,      4.626,      0.000, ['/ecs/DP1/PM/NSIDC-0051.001/1983.03.24/nt_19830324_n07_v1.1_s.bin']
1983,    03,  26,      4.769,      0.000, ['/ecs/DP1/PM/NSIDC-0051.001/1983.03.26/nt_19830326_n07_v1.1_s.bin']
1983,    03,  28,      4.835,      0.000, ['/ecs/DP1/PM/NSIDC-0051.001/1983.03.28/nt_19830328_n07_v1.1_s.bin']
1983,    03,  30,      4.967,      0.000, ['/ecs/DP1/PM/NSIDC-0051.001/1983.03.30/nt_19830330_n07_v1.1_s.bin']
1983,    04,  01,      5.139,      0.000, ['/ecs/DP1/PM/NSIDC-0051.001/1983.04.01/nt_19830401_n07_v1.1_s.bin']
1983,    04,  03,      5.369,      0.000, ['/ecs/DP1/PM/NSIDC-0051.001/1983.04.03/nt_19830403_n07_v1.1_s.bin']
1983,    04,  05,      5.559,      0.000, ['/ecs/DP1/PM/NSIDC-0051.001/1983.04.05/nt_19830405_n07_v1.1_s.bin']
1983,    04,  07,      5.724,      0.000, ['/ecs/DP1/PM/NSIDC-0051.001/1983.04.07/nt_19830407_n07_v1.1_s.bin']
1983,    04,  09,      6.004,      0.000, ['/ecs/DP1/PM/NSIDC-0051.001/1983.04.09/nt_19830409_n07_v1.1_s.bin']
1983,    04,  11,      6.125,      0.000, ['/ecs/DP1/PM/NSIDC-0051.001/1983.04.11/nt_19830411_n07_v1.1_s.bin']
1983,    04,  13,      6.303,      0.000, ['/ecs/DP1/PM/NSIDC-0051.001/1983.04.13/nt_19830413_n07_v1.1_s.bin']
1983,    04,  15,      6.412,      0.000, ['/ecs/DP1/PM/NSIDC-0051.001/1983.04.15/nt_19830415_n07_v1.1_s.bin']
1983,    04,  17,      6.671,      0.000, ['/ecs/DP1/PM/NSIDC-0051.001/1983.04.17/nt_19830417_n07_v1.1_s.bin']
1983,    04,  19,      6.829,      0.000, ['/ecs/DP1/PM/NSIDC-0051.001/1983.04.19/nt_19830419_n07_v1.1_s.bin']
1983,    04,  21,      6.997,      0.000, ['/ecs/DP1/PM/NSIDC-0051.001/1983.04.21/nt_19830421_n07_v1.1_s.bin']
1983,    04,  23,      7.172,      0.000, ['/ecs/DP1/PM/NSIDC-0051.001/1983.04.23/nt_19830423_n07_v1.1_s.bin']
1983,    04,  25,      7.346,      0.000, ['/ecs/DP1/PM/NSIDC-0051.001/1983.04.25/nt_19830425_n07_v1.1_s.bin']
1983,    04,  27,      7.572,      0.000, ['/ecs/DP1/PM/NSIDC-0051.001/1983.04.27/nt_19830427_n07_v1.1_s.bin']
1983,    04,  29,      7.834,      0.000, ['/ecs/DP1/PM/NSIDC-0051.001/1983.04.29/nt_19830429_n07_v1.1_s.bin']
1983,    05,  01,      8.116,      0.000, ['/ecs/DP1/PM/NSIDC-0051.001/1983.05.01/nt_19830501_n07_v1.1_s.bin']
1983,    05,  03,      8.341,      0.000, ['/ecs/DP1/PM/NSIDC-0051.001/1983.05.03/nt_19830503_n07_v1.1_s.bin']
1983,    05,  05,      8.448,      0.000, ['/ecs/DP1/PM/NSIDC-0051.001/1983.05.05/nt_19830505_n07_v1.1_s.bin']
1983,    05,  07,      8.550,      0.000, ['/ecs/DP1/PM/NSIDC-0051.001/1983.05.07/nt_19830507_n07_v1.1_s.bin']
1983,    05,  09,      8.897,      0.000, ['/ecs/DP1/PM/NSIDC-0051.001/1983.05.09/nt_19830509_n07_v1.1_s.bin']
1983,    05,  11,      9.122,      0.000, ['/ecs/DP1/PM/NSIDC-0051.001/1983.05.11/nt_19830511_n07_v1.1_s.bin']
1983,    05,  13,      9.307,      0.000, ['/ecs/DP1/PM/NSIDC-0051.001/1983.05.13/nt_19830513_n07_v1.1_s.bin']
1983,    05,  15,      9.539,      0.000, ['/ecs/DP1/PM/NSIDC-0051.001/1983.05.15/nt_19830515_n07_v1.1_s.bin']
1983,    05,  17,      9.746,      0.000, ['/ecs/DP1/PM/NSIDC-0051.001/1983.05.17/nt_19830517_n07_v1.1_s.bin']
1983,    05,  19,      9.874,      0.000, ['/ecs/DP1/PM/NSIDC-0051.001/1983.05.19/nt_19830519_n07_v1.1_s.bin']
1983,    05,  21,      9.921,      0.000, ['/ecs/DP1/PM/NSIDC-0051.001/1983.05.21/nt_19830521_n07_v1.1_s.bin']
1983,    05,  23,     10.036,      0.000, ['/ecs/DP1/PM/NSIDC-0051.001/1983.05.23/nt_19830523_n07_v1.1_s.bin']
1983,    05,  25,     10.399,      0.000, ['/ecs/DP1/PM/NSIDC-0051.001/1983.05.25/nt_19830525_n07_v1.1_s.bin']
1983,    05,  27,     10.523,      0.000, ['/ecs/DP1/PM/NSIDC-0051.001/1983.05.27/nt_19830527_n07_v1.1_s.bin']
1983,    05,  29,     10.719,      0.000, ['/ecs/DP1/PM/NSIDC-0051.001/1983.05.29/nt_19830529_n07_v1.1_s.bin']
1983,    05,  31,     10.878,      0.000, ['/ecs/DP1/PM/NSIDC-0051.001/1983.05.31/nt_19830531_n07_v1.1_s.bin']
1983,    06,  02,     11.003,      0.000, ['/ecs/DP1/PM/NSIDC-0051.001/1983.06.02/nt_19830602_n07_v1.1_s.bin']
1983,    06,  04,     11.225,      0.000, ['/ecs/DP1/PM/NSIDC-0051.001/1983.06.04/nt_19830604_n07_v1.1_s.bin']
1983,    06,  06,     11.612,      0.000, ['/ecs/DP1/PM/NSIDC-0051.001/1983.06.06/nt_19830606_n07_v1.1_s.bin']
1983,    06,  08,     11.884,      0.000, ['/ecs/DP1/PM/NSIDC-0051.001/1983.06.08/nt_19830608_n07_v1.1_s.bin']
1983,    06,  10,     12.058,      0.000, ['/ecs/DP1/PM/NSIDC-0051.001/1983.06.10/nt_19830610_n07_v1.1_s.bin']
1983,    06,  12,     12.310,      0.000, ['/ecs/DP1/PM/NSIDC-0051.001/1983.06.12/nt_19830612_n07_v1.1_s.bin']
1983,    06,  14,     12.432,      0.000, ['/ecs/DP1/PM/NSIDC-0051.001/1983.06.14/nt_19830614_n07_v1.1_s.bin']
1983,    06,  16,     12.797,      0.000, ['/ecs/DP1/PM/NSIDC-0051.001/1983.06.16/nt_19830616_n07_v1.1_s.bin']
1983,    06,  18,     12.927,      0.000, ['/ecs/DP1/PM/NSIDC-0051.001/1983.06.18/nt_19830618_n07_v1.1_s.bin']
1983,    06,  20,     13.004,      0.000, ['/ecs/DP1/PM/NSIDC-0051.001/1983.06.20/nt_19830620_n07_v1.1_s.bin']
1983,    06,  22,     13.251,      0.000, ['/ecs/DP1/PM/NSIDC-0051.001/1983.06.22/nt_19830622_n07_v1.1_s.bin']
1983,    06,  24,     13.517,      0.000, ['/ecs/DP1/PM/NSIDC-0051.001/1983.06.24/nt_19830624_n07_v1.1_s.bin']
1983,    06,  26,     13.678,      0.000, ['/ecs/DP1/PM/NSIDC-0051.001/1983.06.26/nt_19830626_n07_v1.1_s.bin']
1983,    06,  28,     13.904,      0.000, ['/ecs/DP1/PM/NSIDC-0051.001/1983.06.28/nt_19830628_n07_v1.1_s.bin']
1983,    06,  30,     14.037,      0.000, ['/ecs/DP1/PM/NSIDC-0051.001/1983.06.30/nt_19830630_n07_v1.1_s.bin']
1983,    07,  02,     14.460,      0.000, ['/ecs/DP1/PM/NSIDC-0051.001/1983.07.02/nt_19830702_n07_v1.1_s.bin']
1983,    07,  04,     14.718,      0.000, ['/ecs/DP1/PM/NSIDC-0051.001/1983.07.04/nt_19830704_n07_v1.1_s.bin']
1983,    07,  06,     14.858,      0.000, ['/ecs/DP1/PM/NSIDC-0051.001/1983.07.06/nt_19830706_n07_v1.1_s.bin']
1983,    07,  08,     14.979,      0.000, ['/ecs/DP1/PM/NSIDC-0051.001/1983.07.08/nt_19830708_n07_v1.1_s.bin']
1983,    07,  10,     15.088,      0.000, ['/ecs/DP1/PM/NSIDC-0051.001/1983.07.10/nt_19830710_n07_v1.1_s.bin']
1983,    07,  12,     15.273,      0.000, ['/ecs/DP1/PM/NSIDC-0051.001/1983.07.12/nt_19830712_n07_v1.1_s.bin']
1983,    07,  14,     15.429,      0.000, ['/ecs/DP1/PM/NSIDC-0051.001/1983.07.14/nt_19830714_n07_v1.1_s.bin']
1983,    07,  16,     15.481,      0.000, ['/ecs/DP1/PM/NSIDC-0051.001/1983.07.16/nt_19830716_n07_v1.1_s.bin']
1983,    07,  18,     15.520,      0.000, ['/ecs/DP1/PM/NSIDC-0051.001/1983.07.18/nt_19830718_n07_v1.1_s.bin']
1983,    07,  20,     15.702,      0.000, ['/ecs/DP1/PM/NSIDC-0051.001/1983.07.20/nt_19830720_n07_v1.1_s.bin']
1983,    07,  22,     15.897,      0.000, ['/ecs/DP1/PM/NSIDC-0051.001/1983.07.22/nt_19830722_n07_v1.1_s.bin']
1983,    07,  24,     15.888,      0.000, ['/ecs/DP1/PM/NSIDC-0051.001/1983.07.24/nt_19830724_n07_v1.1_s.bin']
1983,    07,  26,     16.093,      0.000, ['/ecs/DP1/PM/NSIDC-0051.001/1983.07.26/nt_19830726_n07_v1.1_s.bin']
1983,    07,  28,     16.175,      0.000, ['/ecs/DP1/PM/NSIDC-0051.001/1983.07.28/nt_19830728_n07_v1.1_s.bin']
1983,    07,  30,     16.439,      0.000, ['/ecs/DP1/PM/NSIDC-0051.001/1983.07.30/nt_19830730_n07_v1.1_s.bin']
1983,    08,  01,     16.586,      0.000, ['/ecs/DP1/PM/NSIDC-0051.001/1983.08.01/nt_19830801_n07_v1.1_s.bin']
1983,    08,  03,     16.639,      0.000, ['/ecs/DP1/PM/NSIDC-0051.001/1983.08.03/nt_19830803_n07_v1.1_s.bin']
1983,    08,  05,     16.713,      0.000, ['/ecs/DP1/PM/NSIDC-0051.001/1983.08.05/nt_19830805_n07_v1.1_s.bin']
1983,    08,  07,     16.887,      0.000, ['/ecs/DP1/PM/NSIDC-0051.001/1983.08.07/nt_19830807_n07_v1.1_s.bin']
