Year, Month, Day,     Extent,    Missing, Source Data
YYYY,    MM,  DD, 10^6 sq km, 10^6 sq km, Source data product web sites: http://nsidc.org/data/nsidc-0081.html and http://nsidc.org/data/nsidc-0051.html
1980,    06,  13,     12.276,      0.000, ['/ecs/DP1/PM/NSIDC-0051.001/1980.06.13/nt_19800613_n07_v1.1_s.bin']
1980,    06,  15,     12.644,      0.000, ['/ecs/DP1/PM/NSIDC-0051.001/1980.06.15/nt_19800615_n07_v1.1_s.bin']
1980,    06,  17,     12.838,      0.000, ['/ecs/DP1/PM/NSIDC-0051.001/1980.06.17/nt_19800617_n07_v1.1_s.bin']
1980,    06,  19,     13.119,      0.000, ['/ecs/DP1/PM/NSIDC-0051.001/1980.06.19/nt_19800619_n07_v1.1_s.bin']
1980,    06,  21,     13.311,      0.000, ['/ecs/DP1/PM/NSIDC-0051.001/1980.06.21/nt_19800621_n07_v1.1_s.bin']
1980,    06,  23,     13.671,      0.000, ['/ecs/DP1/PM/NSIDC-0051.001/1980.06.23/nt_19800623_n07_v1.1_s.bin']
1980,    06,  25,     14.046,      0.000, ['/ecs/DP1/PM/NSIDC-0051.001/1980.06.25/nt_19800625_n07_v1.1_s.bin']
1980,    06,  27,     13.912,      0.000, ['/ecs/DP1/PM/NSIDC-0051.001/1980.06.27/nt_19800627_n07_v1.1_s.bin']
1980,    06,  29,     14.063,      0.000, ['/ecs/DP1/PM/NSIDC-0051.001/1980.06.29/nt_19800629_n07_v1.1_s.bin']
1980,    07,  01,     14.199,      0.000, ['/ecs/DP1/PM/NSIDC-0051.001/1980.07.01/nt_19800701_n07_v1.1_s.bin']
1980,    07,  03,     14.417,      0.000, ['/ecs/DP1/PM/NSIDC-0051.001/1980.07.03/nt_19800703_n07_v1.1_s.bin']
1980,    07,  05,     14.686,      0.000, ['/ecs/DP1/PM/NSIDC-0051.001/1980.07.05/nt_19800705_n07_v1.1_s.bin']
1980,    07,  07,     14.935,      0.000, ['/ecs/DP1/PM/NSIDC-0051.001/1980.07.07/nt_19800707_n07_v1.1_s.bin']
1980,    07,  09,     15.066,      0.000, ['/ecs/DP1/PM/NSIDC-0051.001/1980.07.09/nt_19800709_n07_v1.1_s.bin']
1980,    07,  11,     15.226,      0.000, ['/ecs/DP1/PM/NSIDC-0051.001/1980.07.11/nt_19800711_n07_v1.1_s.bin']
1980,    07,  13,     15.429,      0.000, ['/ecs/DP1/PM/NSIDC-0051.001/1980.07.13/nt_19800713_n07_v1.1_s.bin']
1980,    07,  15,     15.539,      0.000, ['/ecs/DP1/PM/NSIDC-0051.001/1980.07.15/nt_19800715_n07_v1.1_s.bin']
1980,    07,  17,     15.719,      0.000, ['/ecs/DP1/PM/NSIDC-0051.001/1980.07.17/nt_19800717_n07_v1.1_s.bin']
1980,    07,  19,     15.846,      0.000, ['/ecs/DP1/PM/NSIDC-0051.001/1980.07.19/nt_19800719_n07_v1.1_s.bin']
1980,    07,  21,     15.967,      0.000, ['/ecs/DP1/PM/NSIDC-0051.001/1980.07.21/nt_19800721_n07_v1.1_s.bin']
1980,    07,  23,     16.158,      0.000, ['/ecs/DP1/PM/NSIDC-0051.001/1980.07.23/nt_19800723_n07_v1.1_s.bin']
1980,    07,  25,     16.289,      0.000, ['/ecs/DP1/PM/NSIDC-0051.001/1980.07.25/nt_19800725_n07_v1.1_s.bin']
1980,    07,  27,     16.468,      0.000, ['/ecs/DP1/PM/NSIDC-0051.001/1980.07.27/nt_19800727_n07_v1.1_s.bin']
1980,    07,  29,     16.505,      0.000, ['/ecs/DP1/PM/NSIDC-0051.001/1980.07.29/nt_19800729_n07_v1.1_s.bin']
1980,    07,  31,     16.582,      0.000, ['/ecs/DP1/PM/NSIDC-0051.001/1980.07.31/nt_19800731_n07_v1.1_s.bin']
1980,    08,  02,     16.672,      0.000, ['/ecs/DP1/PM/NSIDC-0051.001/1980.08.02/nt_19800802_n07_v1.1_s.bin']
1980,    08,  04,     17.078,      0.000, ['/ecs/DP1/PM/NSIDC-0051.001/1980.08.04/nt_19800804_n07_v1.1_s.bin']
1980,    08,  06,     17.282,      0.000, ['/ecs/DP1/PM/NSIDC-0051.001/1980.08.06/nt_19800806_n07_v1.1_s.bin']
1980,    08,  08,     17.297,      0.000, ['/ecs/DP1/PM/NSIDC-0051.001/1980.08.08/nt_19800808_n07_v1.1_s.bin']
1980,    08,  10,     17.572,      0.000, ['/ecs/DP1/PM/NSIDC-0051.001/1980.08.10/nt_19800810_n07_v1.1_s.bin']
1980,    08,  12,     17.768,      0.000, ['/ecs/DP1/PM/NSIDC-0051.001/1980.08.12/nt_19800812_n07_v1.1_s.bin']
1980,    08,  14,     17.932,      0.000, ['/ecs/DP1/PM/NSIDC-0051.001/1980.08.14/nt_19800814_n07_v1.1_s.bin']
1980,    08,  16,     17.880,      0.000, ['/ecs/DP1/PM/NSIDC-0051.001/1980.08.16/nt_19800816_n07_v1.1_s.bin']
1980,    08,  18,     17.944,      0.000, ['/ecs/DP1/PM/NSIDC-0051.001/1980.08.18/nt_19800818_n07_v1.1_s.bin']
1980,    08,  20,     18.140,      0.000, ['/ecs/DP1/PM/NSIDC-0051.001/1980.08.20/nt_19800820_n07_v1.1_s.bin']
1980,    08,  22,     18.143,      0.000, ['/ecs/DP1/PM/NSIDC-0051.001/1980.08.22/nt_19800822_n07_v1.1_s.bin']
1980,    08,  24,     18.270,      0.000, ['/ecs/DP1/PM/NSIDC-0051.001/1980.08.24/nt_19800824_n07_v1.1_s.bin']
1980,    08,  26,     18.338,      0.000, ['/ecs/DP1/PM/NSIDC-0051.001/1980.08.26/nt_19800826_n07_v1.1_s.bin']
1980,    08,  28,     18.341,      0.000, ['/ecs/DP1/PM/NSIDC-0051.001/1980.08.28/nt_19800828_n07_v1.1_s.bin']
1980,    08,  30,     18.427,      0.000, ['/ecs/DP1/PM/NSIDC-0051.001/1980.08.30/nt_19800830_n07_v1.1_s.bin']
1980,    09,  01,     18.612,      0.000, ['/ecs/DP1/PM/NSIDC-0051.001/1980.09.01/nt_19800901_n07_v1.1_s.bin']
1980,    09,  03,     18.604,      0.000, ['/ecs/DP1/PM/NSIDC-0051.001/1980.09.03/nt_19800903_n07_v1.1_s.bin']
1980,    09,  05,     18.619,      0.000, ['/ecs/DP1/PM/NSIDC-0051.001/1980.09.05/nt_19800905_n07_v1.1_s.bin']
1980,    09,  07,     18.653,      0.000, ['/ecs/DP1/PM/NSIDC-0051.001/1980.09.07/nt_19800907_n07_v1.1_s.bin']
1980,    09,  09,     18.586,      0.000, ['/ecs/DP1/PM/NSIDC-0051.001/1980.09.09/nt_19800909_n07_v1.1_s.bin']
1980,    09,  11,     18.736,      0.000, ['/ecs/DP1/PM/NSIDC-0051.001/1980.09.11/nt_19800911_n07_v1.1_s.bin']
1980,    09,  13,     18.784,      0.000, ['/ecs/DP1/PM/NSIDC-0051.001/1980.09.13/nt_19800913_n07_v1.1_s.bin']
1980,    09,  15,     18.842,      0.000, ['/ecs/DP1/PM/NSIDC-0051.001/1980.09.15/nt_19800915_n07_v1.1_s.bin']
1980,    09,  17,     18.830,      0.000, ['/ecs/DP1/PM/NSIDC-0051.001/1980.09.17/nt_19800917_n07_v1.1_s.bin']
1980,    09,  19,     18.977,      0.000, ['/ecs/DP1/PM/NSIDC-0051.001/1980.09.19/nt_19800919_n07_v1.1_s.bin']
1980,    09,  21,     19.026,      0.000, ['/ecs/DP1/PM/NSIDC-0051.001/1980.09.21/nt_19800921_n07_v1.1_s.bin']
1980,    09,  23,     19.092,      0.000, ['/ecs/DP1/PM/NSIDC-0051.001/1980.09.23/nt_19800923_n07_v1.1_s.bin']
1980,    09,  25,     19.020,      0.000, ['/ecs/DP1/PM/NSIDC-0051.001/1980.09.25/nt_19800925_n07_v1.1_s.bin']
1980,    09,  27,     18.917,      0.000, ['/ecs/DP1/PM/NSIDC-0051.001/1980.09.27/nt_19800927_n07_v1.1_s.bin']
1980,    09,  29,     18.961,      0.000, ['/ecs/DP1/PM/NSIDC-0051.001/1980.09.29/nt_19800929_n07_v1.1_s.bin']
1980,    10,  01,     18.877,      0.000, ['/ecs/DP1/PM/NSIDC-0051.001/1980.10.01/nt_19801001_n07_v1.1_s.bin']
1980,    10,  03,     18.883,      0.000, ['/ecs/DP1/PM/NSIDC-0051.001/1980.10.03/nt_19801003_n07_v1.1_s.bin']
1980,    10,  05,     18.834,      0.000, ['/ecs/DP1/PM/NSIDC-0051.001/1980.10.05/nt_19801005_n07_v1.1_s.bin']
1980,    10,  07,     18.725,      0.000, ['/ecs/DP1/PM/NSIDC-0051.001/1980.10.07/nt_19801007_n07_v1.1_s.bin']
1980,    10,  09,     18.786,      0.000, ['/ecs/DP1/PM/NSIDC-0051.001/1980.10.09/nt_19801009_n07_v1.1_s.bin']
1980,    10,  11,     18.793,      0.000, ['/ecs/DP1/PM/NSIDC-0051.001/1980.10.11/nt_19801011_n07_v1.1_s.bin']
1980,    10,  13,     18.794,      0.000, ['/ecs/DP1/PM/NSIDC-0051.001/1980.10.13/nt_19801013_n07_v1.1_s.bin']
1980,    10,  15,     18.913,      0.000, ['/ecs/DP1/PM/NSIDC-0051.001/1980.10.15/nt_19801015_n07_v1.1_s.bin']
1980,    10,  17,     18.660,      0.000, ['/ecs/DP1/PM/NSIDC-0051.001/1980.10.17/nt_19801017_n07_v1.1_s.bin']
1980,    10,  19,     18.536,      0.000, ['/ecs/DP1/PM/NSIDC-0051.001/1980.10.19/nt_19801019_n07_v1.1_s.bin']
1980,    10,  21,     18.469,      0.000, ['/ecs/DP1/PM/NSIDC-0051.001/1980.10.21/nt_19801021_n07_v1.1_s.bin']
1980,    10,  23,     18.367,      0.000, ['/ecs/DP1/PM/NSIDC-0051.001/1980.10.23/nt_19801023_n07_v1.1_s.bin']
1980,    10,  25,     18.312,      0.000, ['/ecs/DP1/PM/NSIDC-0051.001/1980.10.25/nt_19801025_n07_v1.1_s.bin']
1980,    10,  27,     18.209,      0.000, ['/ecs/DP1/PM/NSIDC-0051.001/1980.10.27/nt_19801027_n07_v1.1_s.bin']
1980,    10,  29,     18.064,      0.000, ['/ecs/DP1/PM/NSIDC-0051.001/1980.10.29/nt_19801029_n07_v1.1_s.bin']
1980,    10,  31,     17.864,      0.000, ['/ecs/DP1/PM/NSIDC-0051.001/1980.10.31/nt_19801031_n07_v1.1_s.bin']
1980,    11,  02,     17.725,      0.000, ['/ecs/DP1/PM/NSIDC-0051.001/1980.11.02/nt_19801102_n07_v1.1_s.bin']
1980,    11,  04,     17.504,      0.000, ['/ecs/DP1/PM/NSIDC-0051.001/1980.11.04/nt_19801104_n07_v1.1_s.bin']
1980,    11,  06,     17.321,      0.000, ['/ecs/DP1/PM/NSIDC-0051.001/1980.11.06/nt_19801106_n07_v1.1_s.bin']
1980,    11,  08,     17.235,      0.000, ['/ecs/DP1/PM/NSIDC-0051.001/1980.11.08/nt_19801108_n07_v1.1_s.bin']
1980,    11,  10,     17.077,      0.000, ['/ecs/DP1/PM/NSIDC-0051.001/1980.11.10/nt_19801110_n07_v1.1_s.bin']
1980,    11,  12,     16.900,      0.000, ['/ecs/DP1/PM/NSIDC-0051.001/1980.11.12/nt_19801112_n07_v1.1_s.bin']
1980,    11,  14,     16.633,      0.000, ['/ecs/DP1/PM/NSIDC-0051.001/1980.11.14/nt_19801114_n07_v1.1_s.bin']
1980,    11,  16,     16.394,      0.000, ['/ecs/DP1/PM/NSIDC-0051.001/1980.11.16/nt_19801116_n07_v1.1_s.bin']
1980,    11,  18,     16.133,      0.000, ['/ecs/DP1/PM/NSIDC-0051.001/1980.11.18/nt_19801118_n07_v1.1_s.bin']
1980,    11,  20,     15.758,      0.000, ['/ecs/DP1/PM/NSIDC-0051.001/1980.11.20/nt_19801120_n07_v1.1_s.bin']
1980,    11,  22,     15.378,      0.000, ['/ecs/DP1/PM/NSIDC-0051.001/1980.11.22/nt_19801122_n07_v1.1_s.bin']
1980,    11,  24,     15.015,      0.000, ['/ecs/DP1/PM/NSIDC-0051.001/1980.11.24/nt_19801124_n07_v1.1_s.bin']
1980,    11,  26,     14.714,      0.000, ['/ecs/DP1/PM/NSIDC-0051.001/1980.11.26/nt_19801126_n07_v1.1_s.bin']
1980,    11,  28,     14.334,      0.000, ['/ecs/DP1/PM/NSIDC-0051.001/1980.11.28/nt_19801128_n07_v1.1_s.bin']
1980,    11,  30,     13.876,      0.000, ['/ecs/DP1/PM/NSIDC-0051.001/1980.11.30/nt_19801130_n07_v1.1_s.bin']
1980,    12,  02,     13.549,      0.000, ['/ecs/DP1/PM/NSIDC-0051.001/1980.12.02/nt_19801202_n07_v1.1_s.bin']
1980,    12,  04,     13.156,      0.000, ['/ecs/DP1/PM/NSIDC-0051.001/1980.12.04/nt_19801204_n07_v1.1_s.bin']
1980,    12,  06,     12.601,      0.000, ['/ecs/DP1/PM/NSIDC-0051.001/1980.12.06/nt_19801206_n07_v1.1_s.bin']
1980,    12,  08,     12.097,      0.000, ['/ecs/DP1/PM/NSIDC-0051.001/1980.12.08/nt_19801208_n07_v1.1_s.bin']
1980,    12,  10,     11.659,      0.000, ['/ecs/DP1/PM/NSIDC-0051.001/1980.12.10/nt_19801210_n07_v1.1_s.bin']
1980,    12,  12,     11.170,      0.000, ['/ecs/DP1/PM/NSIDC-0051.001/1980.12.12/nt_19801212_n07_v1.1_s.bin']
1980,    12,  14,     10.702,      0.000, ['/ecs/DP1/PM/NSIDC-0051.001/1980.12.14/nt_19801214_n07_v1.1_s.bin']
1980,    12,  16,     10.212,      0.000, ['/ecs/DP1/PM/NSIDC-0051.001/1980.12.16/nt_19801216_n07_v1.1_s.bin']
1980,    12,  18,      9.676,      0.000, ['/ecs/DP1/PM/NSIDC-0051.001/1980.12.18/nt_19801218_n07_v1.1_s.bin']
1980,    12,  20,      9.342,      0.000, ['/ecs/DP1/PM/NSIDC-0051.001/1980.12.20/nt_19801220_n07_v1.1_s.bin']
1980,    12,  22,      8.650,      0.000, ['/ecs/DP1/PM/NSIDC-0051.001/1980.12.22/nt_19801222_n07_v1.1_s.bin']
1980,    12,  24,      8.100,      0.000, ['/ecs/DP1/PM/NSIDC-0051.001/1980.12.24/nt_19801224_n07_v1.1_s.bin']
1980,    12,  26,      7.612,      0.000, ['/ecs/DP1/PM/NSIDC-0051.001/1980.12.26/nt_19801226_n07_v1.1_s.bin']
1980,    12,  28,      7.178,      0.000, ['/ecs/DP1/PM/NSIDC-0051.001/1980.12.28/nt_19801228_n07_v1.1_s.bin']
1980,    12,  30,      6.634,      0.000, ['/ecs/DP1/PM/NSIDC-0051.001/1980.12.30/nt_19801230_n07_v1.1_s.bin']
1981,    01,  01,      6.323,      0.000, ['/ecs/DP1/PM/NSIDC-0051.001/1981.01.01/nt_19810101_n07_v1.1_s.bin']
1981,    01,  03,      5.791,      0.000, ['/ecs/DP1/PM/NSIDC-0051.001/1981.01.03/nt_19810103_n07_v1.1_s.bin']
1981,    01,  05,      5.351,      0.000, ['/ecs/DP1/PM/NSIDC-0051.001/1981.01.05/nt_19810105_n07_v1.1_s.bin']
1981,    01,  07,      5.191,      0.000, ['/ecs/DP1/PM/NSIDC-0051.001/1981.01.07/nt_19810107_n07_v1.1_s.bin']
1981,    01,  09,      4.775,      0.000, ['/ecs/DP1/PM/NSIDC-0051.001/1981.01.09/nt_19810109_n07_v1.1_s.bin']
1981,    01,  11,      4.588,      0.000, ['/ecs/DP1/PM/NSIDC-0051.001/1981.01.11/nt_19810111_n07_v1.1_s.bin']
1981,    01,  13,      4.503,      0.000, ['/ecs/DP1/PM/NSIDC-0051.001/1981.01.13/nt_19810113_n07_v1.1_s.bin']
1981,    01,  15,      4.286,      0.000, ['/ecs/DP1/PM/NSIDC-0051.001/1981.01.15/nt_19810115_n07_v1.1_s.bin']
1981,    01,  17,      4.073,      0.000, ['/ecs/DP1/PM/NSIDC-0051.001/1981.01.17/nt_19810117_n07_v1.1_s.bin']
1981,    01,  19,      3.971,      0.000, ['/ecs/DP1/PM/NSIDC-0051.001/1981.01.19/nt_19810119_n07_v1.1_s.bin']
1981,    01,  21,      3.838,      0.000, ['/ecs/DP1/PM/NSIDC-0051.001/1981.01.21/nt_19810121_n07_v1.1_s.bin']
1981,    01,  23,      3.745,      0.000, ['/ecs/DP1/PM/NSIDC-0051.001/1981.01.23/nt_19810123_n07_v1.1_s.bin']
1981,    01,  25,      3.699,      0.000, ['/ecs/DP1/PM/NSIDC-0051.001/1981.01.25/nt_19810125_n07_v1.1_s.bin']
1981,    01,  27,      3.536,      0.000, ['/ecs/DP1/PM/NSIDC-0051.001/1981.01.27/nt_19810127_n07_v1.1_s.bin']
1981,    01,  29,      3.509,      0.000, ['/ecs/DP1/PM/NSIDC-0051.001/1981.01.29/nt_19810129_n07_v1.1_s.bin']
1981,    01,  31,      3.411,      0.000, ['/ecs/DP1/PM/NSIDC-0051.001/1981.01.31/nt_19810131_n07_v1.1_s.bin']
1981,    02,  02,      3.297,      0.000, ['/ecs/DP1/PM/NSIDC-0051.001/1981.02.02/nt_19810202_n07_v1.1_s.bin']
1981,    02,  04,      3.214,      0.000, ['/ecs/DP1/PM/NSIDC-0051.001/1981.02.04/nt_19810204_n07_v1.1_s.bin']
1981,    02,  06,      3.111,      0.000, ['/ecs/DP1/PM/NSIDC-0051.001/1981.02.06/nt_19810206_n07_v1.1_s.bin']
1981,    02,  08,      2.935,      0.000, ['/ecs/DP1/PM/NSIDC-0051.001/1981.02.08/nt_19810208_n07_v1.1_s.bin']
1981,    02,  10,      2.878,      0.000, ['/ecs/DP1/PM/NSIDC-0051.001/1981.02.10/nt_19810210_n07_v1.1_s.bin']
1981,    02,  12,      2.821,      0.000, ['/ecs/DP1/PM/NSIDC-0051.001/1981.02.12/nt_19810212_n07_v1.1_s.bin']
1981,    02,  14,      2.763,      0.000, ['/ecs/DP1/PM/NSIDC-0051.001/1981.02.14/nt_19810214_n07_v1.1_s.bin']
1981,    02,  16,      2.707,      0.000, ['/ecs/DP1/PM/NSIDC-0051.001/1981.02.16/nt_19810216_n07_v1.1_s.bin']
1981,    02,  18,      2.705,      0.000, ['/ecs/DP1/PM/NSIDC-0051.001/1981.02.18/nt_19810218_n07_v1.1_s.bin']
1981,    02,  20,      2.694,      0.000, ['/ecs/DP1/PM/NSIDC-0051.001/1981.02.20/nt_19810220_n07_v1.1_s.bin']
1981,    02,  22,      2.731,      0.000, ['/ecs/DP1/PM/NSIDC-0051.001/1981.02.22/nt_19810222_n07_v1.1_s.bin']
1981,    02,  24,      2.742,      0.000, ['/ecs/DP1/PM/NSIDC-0051.001/1981.02.24/nt_19810224_n07_v1.1_s.bin']
1981,    02,  26,      2.834,      0.000, ['/ecs/DP1/PM/NSIDC-0051.001/1981.02.26/nt_19810226_n07_v1.1_s.bin']
1981,    02,  28,      2.797,      0.000, ['/ecs/DP1/PM/NSIDC-0051.001/1981.02.28/nt_19810228_n07_v1.1_s.bin']
1981,    03,  02,      2.724,      0.000, ['/ecs/DP1/PM/NSIDC-0051.001/1981.03.02/nt_19810302_n07_v1.1_s.bin']
1981,    03,  04,      2.759,      0.000, ['/ecs/DP1/PM/NSIDC-0051.001/1981.03.04/nt_19810304_n07_v1.1_s.bin']
1981,    03,  06,      2.755,      0.000, ['/ecs/DP1/PM/NSIDC-0051.001/1981.03.06/nt_19810306_n07_v1.1_s.bin']
1981,    03,  08,      2.862,      0.000, ['/ecs/DP1/PM/NSIDC-0051.001/1981.03.08/nt_19810308_n07_v1.1_s.bin']
1981,    03,  10,      3.013,      0.000, ['/ecs/DP1/PM/NSIDC-0051.001/1981.03.10/nt_19810310_n07_v1.1_s.bin']
1981,    03,  12,      3.075,      0.000, ['/ecs/DP1/PM/NSIDC-0051.001/1981.03.12/nt_19810312_n07_v1.1_s.bin']
1981,    03,  14,      3.226,      0.000, ['/ecs/DP1/PM/NSIDC-0051.001/1981.03.14/nt_19810314_n07_v1.1_s.bin']
1981,    03,  16,      3.338,      0.000, ['/ecs/DP1/PM/NSIDC-0051.001/1981.03.16/nt_19810316_n07_v1.1_s.bin']
1981,    03,  18,      3.442,      0.000, ['/ecs/DP1/PM/NSIDC-0051.001/1981.03.18/nt_19810318_n07_v1.1_s.bin']
1981,    03,  20,      3.514,      0.000, ['/ecs/DP1/PM/NSIDC-0051.001/1981.03.20/nt_19810320_n07_v1.1_s.bin']
1981,    03,  22,      3.672,      0.000, ['/ecs/DP1/PM/NSIDC-0051.001/1981.03.22/nt_19810322_n07_v1.1_s.bin']
1981,    03,  24,      3.893,      0.000, ['/ecs/DP1/PM/NSIDC-0051.001/1981.03.24/nt_19810324_n07_v1.1_s.bin']
1981,    03,  26,      4.114,      0.000, ['/ecs/DP1/PM/NSIDC-0051.001/1981.03.26/nt_19810326_n07_v1.1_s.bin']
1981,    03,  28,      4.195,      0.000, ['/ecs/DP1/PM/NSIDC-0051.001/1981.03.28/nt_19810328_n07_v1.1_s.bin']
1981,    03,  30,      4.291,      0.000, ['/ecs/DP1/PM/NSIDC-0051.001/1981.03.30/nt_19810330_n07_v1.1_s.bin']
1981,    04,  01,      4.505,      0.000, ['/ecs/DP1/PM/NSIDC-0051.001/1981.04.01/nt_19810401_n07_v1.1_s.bin']
1981,    04,  03,      4.589,      0.000, ['/ecs/DP1/PM/NSIDC-0051.001/1981.04.03/nt_19810403_n07_v1.1_s.bin']
1981,    04,  05,      4.787,      0.000, ['/ecs/DP1/PM/NSIDC-0051.001/1981.04.05/nt_19810405_n07_v1.1_s.bin']
1981,    04,  07,      5.018,      0.000, ['/ecs/DP1/PM/NSIDC-0051.001/1981.04.07/nt_19810407_n07_v1.1_s.bin']
1981,    04,  09,      5.136,      0.000, ['/ecs/DP1/PM/NSIDC-0051.001/1981.04.09/nt_19810409_n07_v1.1_s.bin']
1981,    04,  11,      5.417,      0.000, ['/ecs/DP1/PM/NSIDC-0051.001/1981.04.11/nt_19810411_n07_v1.1_s.bin']
1981,    04,  13,      5.565,      0.000, ['/ecs/DP1/PM/NSIDC-0051.001/1981.04.13/nt_19810413_n07_v1.1_s.bin']
1981,    04,  15,      5.793,      0.000, ['/ecs/DP1/PM/NSIDC-0051.001/1981.04.15/nt_19810415_n07_v1.1_s.bin']
1981,    04,  17,      5.988,      0.000, ['/ecs/DP1/PM/NSIDC-0051.001/1981.04.17/nt_19810417_n07_v1.1_s.bin']
1981,    04,  19,      6.214,      0.000, ['/ecs/DP1/PM/NSIDC-0051.001/1981.04.19/nt_19810419_n07_v1.1_s.bin']
1981,    04,  21,      6.393,      0.000, ['/ecs/DP1/PM/NSIDC-0051.001/1981.04.21/nt_19810421_n07_v1.1_s.bin']
1981,    04,  23,      6.717,      0.000, ['/ecs/DP1/PM/NSIDC-0051.001/1981.04.23/nt_19810423_n07_v1.1_s.bin']
1981,    04,  25,      6.903,      0.000, ['/ecs/DP1/PM/NSIDC-0051.001/1981.04.25/nt_19810425_n07_v1.1_s.bin']
1981,    04,  27,      7.167,      0.000, ['/ecs/DP1/PM/NSIDC-0051.001/1981.04.27/nt_19810427_n07_v1.1_s.bin']
1981,    04,  29,      7.385,      0.000, ['/ecs/DP1/PM/NSIDC-0051.001/1981.04.29/nt_19810429_n07_v1.1_s.bin']
1981,    05,  01,      7.549,      0.000, ['/ecs/DP1/PM/NSIDC-0051.001/1981.05.01/nt_19810501_n07_v1.1_s.bin']
1981,    05,  03,      7.750,      0.000, ['/ecs/DP1/PM/NSIDC-0051.001/1981.05.03/nt_19810503_n07_v1.1_s.bin']
1981,    05,  05,      8.029,      0.000, ['/ecs/DP1/PM/NSIDC-0051.001/1981.05.05/nt_19810505_n07_v1.1_s.bin']
1981,    05,  07,      8.269,      0.000, ['/ecs/DP1/PM/NSIDC-0051.001/1981.05.07/nt_19810507_n07_v1.1_s.bin']
1981,    05,  09,      8.439,      0.000, ['/ecs/DP1/PM/NSIDC-0051.001/1981.05.09/nt_19810509_n07_v1.1_s.bin']
1981,    05,  11,      8.671,      0.000, ['/ecs/DP1/PM/NSIDC-0051.001/1981.05.11/nt_19810511_n07_v1.1_s.bin']
1981,    05,  13,      8.912,      0.000, ['/ecs/DP1/PM/NSIDC-0051.001/1981.05.13/nt_19810513_n07_v1.1_s.bin']
1981,    05,  15,      9.225,      0.000, ['/ecs/DP1/PM/NSIDC-0051.001/1981.05.15/nt_19810515_n07_v1.1_s.bin']
1981,    05,  17,      9.396,      0.000, ['/ecs/DP1/PM/NSIDC-0051.001/1981.05.17/nt_19810517_n07_v1.1_s.bin']
1981,    05,  19,      9.707,      0.000, ['/ecs/DP1/PM/NSIDC-0051.001/1981.05.19/nt_19810519_n07_v1.1_s.bin']
1981,    05,  21,      9.932,      0.000, ['/ecs/DP1/PM/NSIDC-0051.001/1981.05.21/nt_19810521_n07_v1.1_s.bin']
1981,    05,  23,     10.293,      0.000, ['/ecs/DP1/PM/NSIDC-0051.001/1981.05.23/nt_19810523_n07_v1.1_s.bin']
1981,    05,  25,     10.481,      0.000, ['/ecs/DP1/PM/NSIDC-0051.001/1981.05.25/nt_19810525_n07_v1.1_s.bin']
1981,    05,  27,     10.701,      0.000, ['/ecs/DP1/PM/NSIDC-0051.001/1981.05.27/nt_19810527_n07_v1.1_s.bin']
1981,    05,  29,     10.987,      0.000, ['/ecs/DP1/PM/NSIDC-0051.001/1981.05.29/nt_19810529_n07_v1.1_s.bin']
1981,    05,  31,     11.333,      0.000, ['/ecs/DP1/PM/NSIDC-0051.001/1981.05.31/nt_19810531_n07_v1.1_s.bin']
1981,    06,  02,     11.609,      0.000, ['/ecs/DP1/PM/NSIDC-0051.001/1981.06.02/nt_19810602_n07_v1.1_s.bin']
1981,    06,  04,     11.792,      0.000, ['/ecs/DP1/PM/NSIDC-0051.001/1981.06.04/nt_19810604_n07_v1.1_s.bin']
1981,    06,  06,     11.822,      0.000, ['/ecs/DP1/PM/NSIDC-0051.001/1981.06.06/nt_19810606_n07_v1.1_s.bin']
1981,    06,  08,     11.885,      0.000, ['/ecs/DP1/PM/NSIDC-0051.001/1981.06.08/nt_19810608_n07_v1.1_s.bin']
1981,    06,  10,     12.236,      0.000, ['/ecs/DP1/PM/NSIDC-0051.001/1981.06.10/nt_19810610_n07_v1.1_s.bin']
1981,    06,  12,     12.599,      0.000, ['/ecs/DP1/PM/NSIDC-0051.001/1981.06.12/nt_19810612_n07_v1.1_s.bin']
1981,    06,  14,     12.768,      0.000, ['/ecs/DP1/PM/NSIDC-0051.001/1981.06.14/nt_19810614_n07_v1.1_s.bin']
1981,    06,  16,     13.142,      0.000, ['/ecs/DP1/PM/NSIDC-0051.001/1981.06.16/nt_19810616_n07_v1.1_s.bin']
1981,    06,  18,     13.593,      0.000, ['/ecs/DP1/PM/NSIDC-0051.001/1981.06.18/nt_19810618_n07_v1.1_s.bin']
1981,    06,  20,     13.670,      0.000, ['/ecs/DP1/PM/NSIDC-0051.001/1981.06.20/nt_19810620_n07_v1.1_s.bin']
1981,    06,  22,     13.754,      0.000, ['/ecs/DP1/PM/NSIDC-0051.001/1981.06.22/nt_19810622_n07_v1.1_s.bin']
1981,    06,  24,     14.008,      0.000, ['/ecs/DP1/PM/NSIDC-0051.001/1981.06.24/nt_19810624_n07_v1.1_s.bin']
1981,    06,  26,     14.317,      0.000, ['/ecs/DP1/PM/NSIDC-0051.001/1981.06.26/nt_19810626_n07_v1.1_s.bin']
1981,    06,  28,     14.599,      0.000, ['/ecs/DP1/PM/NSIDC-0051.001/1981.06.28/nt_19810628_n07_v1.1_s.bin']
1981,    06,  30,     14.834,      0.000, ['/ecs/DP1/PM/NSIDC-0051.001/1981.06.30/nt_19810630_n07_v1.1_s.bin']
